idx,emotion,text,val_ind,test_ind,train_ind
272,"shame",When I did not buy what I had promised to.,,4488.0,4291.0
273,"guilt",By mistake I took a book from the library which was not supposed to be loaned out.,,4233.0,5105.0
274,"joy",When I won an unexpected sum of money.,,1116.0,1249.0
275,"fear",My 2 year old daughter disappeared in a moment of inattention; I was responsible for her.,,572.0,5932.0
276,"anger",A colleague asked me for some advice and as he did not have enough confidence in me he asked a third person.,,6116.0,5522.0
277,"sadness","I wanted to be pregnant and did not succeed, so I was depressed    at every menstruation.",,6087.0,2992.0
278,"disgust","In a warm bus full of people, someone vomited and the whole bus stank.",,4133.0,3328.0
279,"shame","I complained about a colleague's behaviour as she goes back on her word, is often absent and is irresponsible.  I found out that she was an alcoholic and was trying to fight againt her addiction.",,195.0,1174.0
280,"guilt",I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing. ,,6178.0,6127.0
281,"joy",When I was at a party I met an old friend from an adult education course.  We had not met for 2 years but had both thought a lot about each other.  A wonderful experience.,,991.0,3209.0
282,"fear","When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time.",,2211.0,6198.0
283,"anger",When close relatives tried to dissuade me from studying Psychology because of its low status.,,5571.0,3357.0
284,"sadness",I had a long discussion on politics with an acquaintance.  He was more knowledgeable than me and I failed to explain my point of view and was misunderstood so I felt depressed and left.,,4147.0,7445.0
285,"disgust",When I read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was unconscious.,,4438.0,6809.0
286,"shame",My mother revealed personal details about me and the negative aspects of my character to other people when I was present but unable to defend myself.,,1460.0,2442.0
287,"guilt",I was unfaithful to my partner once when he was working abroad for a long period.,,1661.0,1361.0
288,"joy",When I recently got an appartment in central Gottenburg.,,1734.0,5277.0
289,"fear",When I saw a large spider crawling up the wall.,,7448.0,6653.0
290,"anger",My employer took too many aspirins for a bad back and also drank an enormous amount of spirit.  This was dangerous  and he did not understand that he had done anything wrong.,,6563.0,4730.0
291,"sadness","When I left New York, and all my family and my friends behind me.",,2466.0,2488.0
292,"disgust",When I slept with a guy because my best friend wanted me to.  He had never had intercourse with anyone and had a terrible complex about it.,,7245.0,4663.0
293,"shame",When I dated a close girlfriend's boyfriend a few times. He told me that it was over between them and I accepted it.  When she found out she finished our friendship.,,637.0,645.0
294,"guilt","When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else.",,3733.0,445.0
295,"joy",When my son returned from mountaineering - healthy in body and soul.,,4784.0,4009.0
296,"fear",When one meets new people with whom one is forced to collaborate with.,,1890.0,4311.0
297,"anger",The sports fishermen who catch gulls instead of fish with their hooks.   It is often a mistake but it makes me angry.,,7442.0,2980.0
298,"sadness",I feel sad about an event I can not influence.,,4168.0,4763.0
299,"disgust","When a member of the family complains about the food that is served, it disgusts me.",,431.0,4474.0
300,"guilt",I have chosen to put my son in a private school were the examination marks are low.  Every time that he gives me his term results I am left with a sense of guilt.,,5300.0,4535.0
301,"joy",When I was informed that I had been accepted as a student of Psychology.,,1992.0,4659.0
302,"fear",When I was in a little fishing boat and we ran into hard weather in the open sea.,,3605.0,1018.0
303,"anger",When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time.,,3495.0,4854.0
304,"sadness",I felt sad and depressed when I heard that our cat had died.,,6750.0,6713.0
305,"disgust","When I was working as a nurse in a mental hospital, a patient ate up the contents of another patient's spitoon.",,610.0,6930.0
306,"shame","At primary school, when I vomited in front of others in the middle  of a lesson.",,4721.0,2112.0
307,"guilt",I arrived an hour late for an important meeting ( I had misunderstood the time).,,2997.0,5354.0
308,"joy",When I was acceptted as a student of psychology.,,171.0,660.0
309,"fear",When my son has a pain in his leg (for no apparent reason).  ,,282.0,6034.0
310,"anger","When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.",,4289.0,6237.0
311,"sadness",When I thought that it was going to be impossible for me to start studying (due to wrong information from the student advisor).,,5686.0,5006.0
312,"disgust","At a certain person's lack of cleanliness, at home and personally.",,2212.0,2614.0
313,"shame","When I made the same mistake that I had accused someone else of, and this was obvious to a third pereson.",,42.0,5589.0
314,"guilt",When I lost something that was valuable to my sister.,,4385.0,5441.0
315,"joy",When my son was born.,,858.0,6638.0
316,"fear",When I nearly drowned in icy water wearing ice skates.  It was difficult to get out.,,6355.0,2599.0
317,"anger",When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.,,540.0,1277.0
318,"sadness",When I was accused of neglecting work for the wrong reasons.,,3310.0,7368.0
319,"disgust","My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction.",,3970.0,5631.0
320,"shame",When I was caught stealing money from my father.,,2155.0,978.0
321,"guilt",I stole a coconut cake from a reception table and when I put in my mouth I realized that the host was watching me.,,1197.0,6290.0
322,"joy","When after 10 months of national service I was """"downgraded"""" and did not have to do the remaining 5 months.",,6052.0,3592.0
323,"fear",When I was reprimanded by the manager of the hotel where I worked during Autumn 1984.,,5815.0,4871.0
324,"anger",When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.,,5224.0,4455.0
325,"sadness",When my ex-girlfriend and I discovered that there was a certain risk of her being pregnant.,,7052.0,5724.0
326,"disgust",When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel).,,3339.0,4616.0
327,"shame",When my mother caught me masturbating.,,3309.0,3767.0
328,"guilt","As the only person in my family into academics, I ought to have looked after my younger (and only) sister better, with respect to her education and life experiences.",,2474.0,3163.0
329,"joy",When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday.,,5154.0,1964.0
330,"fear",Slept in a chapel and in the middle of the night I realized that there was someeone else in the chapel.  I never discovered who it was and why he was there.,,4215.0,3239.0
331,"anger","When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry.",,4035.0,3223.0
332,"sadness",I talked to my boyfriend on the phone when I was in high spirits and had a lot to tell him.  I had been looking forward to this conversation and he did not listen to me to the extent that I had anticipated.,,7439.0,508.0
333,"disgust",A mother who shouts at her child for nothing.,,1391.0,816.0
334,"shame","When I complained to my mother about how untidy the kitchen loooked, she boxed my ears ( this had never happened before).",,951.0,6759.0
335,"guilt","As I could not be home before midnight I called home at 11.30 and asked them to leave the door open so that I could get in.  I actually woke up the whole family by calling them so late.  My mother could not go back to sleep, besides she had a conference   the next day and really needed to sleep.",,3465.0,329.0
336,"joy",When I got through the first day here at the department.,,3102.0,6937.0
337,"fear",When I was cycling past a parked car someone opened the door and nearly pushed me off my bike and into the traffic.,,1717.0,5762.0
338,"anger",When my boyfriend sat up half the night playing computer games with a friend.,,2078.0,6893.0
